Segment ID,Source Segment,MT Target Segment,Post-edited Target,Translated Target,Segment Length,Post-edit Time(ms),Segment Origin,Edit Effort
59,"Ante la incapacidad de Londres de gestionar este proceso, el intento de organizar otro referéndum es solo la vía de eludir la elección entre lo malo y lo peor. ",런던이이 과정을 관리 할 능력이 없다는 점을 감안할 때 다른 국민 투표를 조직하려는 시도는 악과 최악의 선택을 피하는 유일한 방법 일뿐입니다. ,"런던이 이 과정을 수행 할 능력이 없다는 점에 앞서, 또 다른 국민 투표를 시행하려는 시도는 단지 나쁜 것과 최악 중에서의 선택을 피하는 방법 일뿐입니다. ",,29,240920.0,El País,28
60,O de ganar tiempo prórroga tras prórroga. ,또는 연장 후 시간 연장을이기는 것. ,,아니면 유예의 유예를 거듭하여 시간을 벌거나.,7,61740.0,El País,84
61,"Es decir, de evitar peores noticias cuando ya se ha cumplido ese teorema adjudicado al poeta estadounidense Allen Ginsberg: ","즉, 미국 시인 앨런 긴스 버그 (Allen Ginsberg)에게 주어진 정리가 이미 성취되었을 때 더 나쁜 소식을 피하기 위해서입니다. ","즉, 미국 시인 앨런 긴스버그 (Allen Ginsberg)에게 주어진 논리적 정리가 이미 성취되었을 때 더 나쁜 소식을 피하기 위해서입니다. ",,19,286190.0,El País,6
62,“No puedes ganar. ,"""당신은 이길 수 없습니다. ",,당신은 이길 수 없습니다.,3,4720.0,El País,12
63,No puedes empatar. ,당신은 묶을 수 없습니다. ,당신은 비길 수 없습니다. ,,3,19960.0,El País,13
64,Y tampoco puedes abandonar el juego”. ,"그리고 게임을 떠날 수도 없다. "" ",,또한 기권할 수도 없습니다.,6,14140.0,El País,70
65,"O sea, juegas al Brexit.","즉, Brexit을 연기합니다.","즉, 당신은 Brexit을 (계속) 진행하는 겁니다.",,5,175770.0,El País,51
66,[HEADLINE] Florida ordena un recuento en las elecciones a gobernador y senador,플로리다 주 주지사 선거에 대한 재검 표 명령,,플로리다 주지사 및 상원의원 선거에 대한 재검 표 지시,12,27250.0,El País,33
67,"[SUB-HEADLINE] Una diferencia de menos del 0,5% de los votos vuelve a convertir al Estado en el epicentro de una polémica disputa legal tras unas elecciones",득표율의 0.5 %에도 미치지 못하는 점이 다시 선거 이후 논쟁의 여지가있는 법적 분쟁의 진원지가된다.,0.5 %미만의 득표차가 선거 이후 논쟁의 여지를 남긴 법적 분쟁의 주요 쟁점이된다.,,26,120800.0,El País,50
68,"Dieciocho años después, Florida vuelve a ser el epicentro de una polémica y reñida disputa de votos. ","18 년 후, 플로리다는 다시 논쟁의 여지가 많은 분쟁 투표 대회의 진원지가되었습니다. ",,"18 년 후, 플로리다는 다시 논쟁거리가 많은 접전이 벌어진 투표의 진원지가되었습니다.",17,121830.0,El País,26
69,"Las elecciones del pasado martes a senador y gobernador tendrán que pasar por un recuento automático de los votos debido a la estrecha diferencia de votos entre los candidatos demócratas y republicanos, según decidió la autoridad electoral del Estado este sábado. ",지난 토요일 상원 의원과 총재 선거는 이번 주 토요일의 선거 결정 권한에 따라 민주당과 공화당 후보들의 투표 차이가 좁아서 자동 투표기를 거쳐야한다. ,지난 화요일에 실시된 상원 의원과 주지사 선거는 이번 토요일에 결정된 플로리다주 선거법 명령에 따라 민주당과 공화당 후보들의 득표 차이로 인해 재기된 기계 재검표 작업을 거쳐야한다. ,,41,387850.0,El País,41
70,"Los candidatos republicanos van en cabeza en el recuento, pero la diferencia es de menos del 0,5% de los votos. ","공화당 후보들은 그 수위에서 앞서 있지만, 그 차이는 득표 수의 0.5 % 미만이다. ",,"공화당 후보들이 앞서고 있는 것으로 집계되었지만, 그 차이는 0.5 % 미만이다.",20,121080.0,El País,43
71,"A diferencia de las presidenciales de 2000 que se decidieron judicialmente tras una situación similar en Florida, esta vez no hay problemas con el diseño de las papeletas. ",플로리다에서 유사한 사태가 발생하여 사 법적으로 결정된 2000 년 대선 때와는 달리 이번에는 투표 용지 설계에 문제가 없다. ,플로리다에서 유사한 사태가 발생한 후 사 법재판을 통해 결과가 결정된 2000 년 대선 때와는 달리 이번에는 투표 용지 에 문제가 없다. ,,28,110980.0,El País,19
72,Pero sí se han repetido las protestas ante las oficinas electorales y el desembarco de abogados en medio de muchos nervios.,그러나 선거 사무실 앞에서 여러 차례의 항의와 많은 신경들 가운데에서 변호사들의 상륙이 반복되어왔다.,,그러나 선거 사무실 앞에서 여러 차례의 항의 집회가 있었고 고조된 긴장감 속에서 변호사들의 점거 시위가 반복되어왔다.,21,164490.0,El País,32
73,"La noche del martes, los candidatos republicanos a senador por Florida, Rick Scott, y a gobernador, Ron DeSantis, clamaron victoria aunque oficialmente no se les había proclamado ganador porque quedaban por contar dos condados, de mayoría demócrata. ",플로리다 주 상원의 원인 릭 스콧 (Rick Scott) 상원 의원과 론 데 산티 (Ron DeSantis) 주지사는 화요일 밤에 민주당 다수당을 두 군데 보유하고 있기 때문에 공식 승리자가 아니었지만 승리했다고 주장했다.,"화요일 밤, 플로리다 주 상원의 원 선거의 공화당 후보인 릭 스콧 (Rick Scott) 후보와 주지사 선거 후보인 론 데 산티스 (Ron DeSantis) 는 다수의 민주당을 두 개 주에 보유하고 있기 때문에 공식적으로는 승리자로 선언되지 않았지만 승리했다고 주장했다.",,37,282330.0,El País,40
74,Uno de esos distritos examinó este viernes si algunas papeletas que se habían considerado defectuosas en realidad eran correctas. ,결함이 있다고 여겨지는 투표 용지가 실제로 맞으면 이번 금요일에 해당 지구 중 한 곳을 조사했습니다. ,,결함이 있다고 여겨졌었으나 실제로는 문제가 없었던 투표 용지가 있는지 해당 구역 중 한 곳을 이번 금요일에 조사했습니다.,19,138920.0,El País,50
75,"Desde el martes, se ha ido achicando la diferencia de votos de los republicanos con sus rivales, el actual senador, el demócrata Bill Nelson, y el candidato a gobernador, Andrew Gillum. ","화요일 이후, 라이벌, 현재의 상원의 원인 민주당 원 빌 Nelson 및 주지사, Andrew Gillum 후보자와 가진 공화당 원의 투표 다름은 줄어들고있다.","화요일 이후, 민주당의 두 라이벌인 현 상원의 원 빌 넬슨 과 앤드류 길럼 후보자 의 득표 차는 줄어들고있다.",,31,212560.0,El País,59
76,"El viernes, la ventaja de Scott era de solo el 0,18% de votos y la de DeSantis, del 0,44%.","금요일 Scott의 리드는 0.18 %, DeSantis는 0.44 %에 그쳤다.",,"금요일에 스콧은 0.18 %, 데산티스는 0.44 %에 앞서는 데 그쳤다.",19,83400.0,El País,53
77,"Por ley, es obligatorio un recuento electrónico de papeletas si el sábado la diferencia de votos es de menos de 0,5 puntos. ",법으로 토요일 투표의 차이가 0.5 점 미만인 경우 전자 투표 수는 필수입니다. ,"법에 의하면, 토요일 투표의 득표차이가 0.5% 미만인 경우 기계 재검표 는 필수입니다. ",,22,52130.0,El País,30
78,"Finalmente, el secretario del Estado (autoridad electoral) de Florida hizo oficial a mediodía del sábado que la diferencia de votos obliga a un recuento automático. ","마지막으로, 플로리다 주 (장관) 선거 당국은 토요일에 정오에 투표 결과의 차이가 자동 재계 표를 요구했다고 공식 발표했다. ",,"마지막으로, 플로리다 주 의 국무장관 (선거당국) 은 토요일에 정오에 득표 차이로 인하여 기계 재검표가 필수적이라고 공식 발표했다.",25,141070.0,El País,36
79,Los resultados deben estar listos el próximo jueves por la tarde. ,결과는 목요일 오후에 준비해야합니다. ,결과는 목요일 오후에 나올 것입니다. ,,11,21400.0,El País,23
80,"Si después de ese recuento la diferencia sigue siendo de menos de 0,25 puntos, se hará otro recuento a mano.",이 카운트 후에 차이가 여전히 0.25 포인트보다 작 으면 다른 핸드 카운트가 만들어집니다.,,이 계표 작업 후에도 득표 차이가 여전히 0.25%P보다 적 으면 수작업으로 2차 재검표를 하게 됩니다.,20,64740.0,El País,50
81,"Paralelamente, la elección ha sido judicializada a través de demandas de los dos aspirantes a senador. ","병행하여, 선거는 두 명의 야심 찬 상원 의원의 요구를 통해 사법 화되었습니다. ","병행하여, 이 선거는 두 명의 상원 의원 지원자의 요구를 통해 사법 화되었습니다. ",,16,104500.0,El País,19
82,"Scott, que es el actual gobernador de Florida, y el presidente estadounidense, Donald Trump, han acusado sin pruebas a dos condados, de mayoría demócrata, de cometer fraude. ","현재 플로리다 주지사 인 스콧 (Scott)과 도널드 트럼프 (Donald Trump) 미국 대통령은 사기를 저지른 두 군, 대부분 민주당인데도 불구하고 기소했다. ",,현재 플로리다 주지사 인 스콧 (Scott)과 도널드 트럼프 (Donald Trump) 미국 대통령은 민주당이 선거 부정을 저지르고 있다며 두 개 지역에 대해 증거 없이 소송을 제기했다.,27,181460.0,El País,35
83,"“Es una desgracia”, dijo Trump, quien en las presidenciales de 2016 atribuyó a irregularidades falsas su derrota, en el número total de votos, frente a la demócrata Hillary Clinton.","""그것은 불명예 스럽다.” 2016 년 대통령 선거에서 민주당 힐러리 클린턴에 반대하여 총 투표 수에서 거짓 부정에 대한 자신의 패배를 돌린 트럼프는 말했다.","""그것은 불명예 스럽다.” 고 트럼프는 말했다. 그는 2016 년 대통령 선거에서 민주당 힐러리 클린턴에 맞선 총 투표 수에서 부정 투표가 자신의 패배의 원인이라고 했다.",,29,281220.0,El País,36
84,Scott logró el viernes que un juez obligara a la autoridad electoral del condado de Broward a entregar toda la información sobre los votos emitidos. ,Scott은 지난 금요일에 판사가 Broward 카운티의 선거 권한으로 투표 득표에 대한 모든 정보를 넘겨 줄 것을 요구하면서 성공했습니다. ,,스콧은 지난 금요일에 판사가 브로워드 카운티의 선거 당국에 득표에 대한 모든 정보를 넘겨 줘야한다는 요구를 달성했습니다.,25,386320.0,El País,37
85,"Nelson, su rival demócrata, le acusa de utilizar su potestad como gobernador para sugerir que puede pedir una investigación policial. ",그의 민주당 경쟁자 인 넬슨 (Nelson)은 주지사로 그의 권력을 사용하여 그가 경찰 수사를 요청할 수 있다고 제안했다고 비난했다. ,그의 민주당 경쟁자 인 넬슨 (Nelson)은 스콧이 주지사로서의 그의 권력을 경찰 수사를 요청할 수 있는 데에 사용했다고 비난했다. ,,20,257270.0,El País,26
86,"Las autoridades han dicho no tener pruebas de fraude alguno, aunque ese condado ha estado envuelto en polémicas en el pasado. ",당국은 과거에 논란에 휘말린 상태이지만 사기에 대한 증거가 없다고 말했습니다.,,당국은 해당 카운티가 과거의 논란에 휘말린 상태이지만 선거 부정에 대한 증거는 없다고 말했습니다.,21,100240.0,El País,27
87,"En unas elecciones de 2016, eliminó un archivo de papeletas físicas pero mantuvo uno digitalizado.", 2016 년 선거에서 그는 실제 투표 용지 파일을 삭제했지만 하나는 디지털화했습니다., 2016 년 선거에서 실제 투표 용지 보관자료를 폐기했지만 디지털자료는 유지보관했습니다.,,15,91450.0,El País,36
88,Tanto Broward como Palm Beach fueron dos condados clave en la disputa tras las elecciones presidenciales de 2000 entre el republicano George W. Bush y el demócrata Al Gore. ,브로 워드와 팜 비치는 공화당 조지 부시 대통령과 민주당 앨 고어 대통령 간의 2000 년 대선 이후 분쟁의 핵심 카운티였다.,,브로워드와 팜비치는 공화당 조지 부시 대통령과 민주당 앨 고어 대통령 간의 2000 년 대선 이후 분쟁의 핵심이 되는 카운티였다.,29,67010.0,El País,8
89,Florida acabó determinado quién se hacía con la presidencia. ,플로리다는 누가 대통령직을 맡았는지 결정했다. ,마침내 플로리다는 누가 대통령직을 맡았는지 결정했었다. ,,9,108780.0,El País,16
90,Bush ganó oficialmente el Estado después de que el Tribunal Supremo paralizara un recuento de votos tras detectarse posibles irregularidades. ,부시 대통령은 대법원이 부작용 가능성을 발견 한 후 득표 수를 마비시킨 이후 공식적으로 국가를 승리로 이끌었다. ,,대법원이 가능성 있는 부정 투표에 대한 조사를 하여 재검표를 중단시킨 후 부시가 그 주에서 공식적으로 승리했다.,20,110100.0,El País,74
91,"Entonces, ambos condados utilizaban papeletas en las que el votante hacía un agujero dentro de un círculo. ",그런 다음 두 카운티는 유권자가 원안에 구멍을 뚫은 투표 용지를 사용했습니다. ,그래서 두 카운티는 유권자가 테두리 안에 구멍을 뚫은 투표 용지를 사용했습니다. ,,17,114240.0,El País,17
92,Esos formatos se cree que confundieron a muchos votantes y que podrían haberle costado la victoria a Gore.,이 포맷은 많은 유권자를 혼란스럽게 만들었으며 Gore에게 승리를 요구할 수 있습니다.,,이 형식은 많은 유권자를 혼란스럽게 만들었고 고어에게 승리가 돌아 갈 수도 있었을 것이라고 여겨진다.,18,100700.0,El País,44
93,También se encaminan a recuentos las elecciones a senador por Arizona y a gobernador de Georgia. ,애리조나 상원 의원과 조지아 주지사 선거 역시 중요하게 고려된다. ,그리고 애리조나 상원 의원과 조지아 주지사 선거 역시 눈길을 끈다.,,16,119770.0,El País,32
94,"Según los últimos datos, la demócrata Kyrsten Sinema mantiene una mínima ventaja frente a la republicana Martha McSally, que defiende el escaño conservador en Arizona. ",최신 데이터에 따르면 민주당의 키스 텐 시네마 (Keithsten Sinema)는 아리조나의 보수당 자리를 지키고있는 공화당의 마사 맥 샐리 (Martha McSally)에 대해 최소한의 우위를 유지하고있다. ,,"최근 데이터에 의하면 민주당 커스텐 시네마가 공화당 마사 맥샐리에 맞서 근소한 차이로 우위를 유지하고, 애리조나의 의석을 지켰다.",25,138620.0,El País,69
95,Una victoria demócrata en Arizona sería especialmente significativa del calibre de la respuesta contra los republicanos. ,애리조나에서의 민주당 승리는 공화당에 대한 대응의 구상에서 특히 중요 할 것이다. ,애리조나에서의 민주당 승리는 공화당에 맞서는 대응의 구상에 있어 특히 의미가 있을 것이다. ,,16,143270.0,El País,21
96,Ambas campañas llegaron este viernes a un acuerdo para esclarecer posibles irregularidades en el conteo de votos en zonas rurales.,두 캠페인은 이번 주 금요일 농촌 지역 투표 수의 불규칙성을 분명히하기 위해 합의했습니다.,,두 선거캠페인은 이번 주 금요일에 농촌 지역 투표 집계의 부정 행위를 밝히는 데에 동의했습니다.,20,166540.0,El País,33
97,"Mientras en Georgia, la demócrata Stacey Abrams ha prometido tomar acciones legales para garantizar que todos los votos se cuenten correctamente. ",조지아 주에서 민주당의 스테이시 에이 브람스 (Stacey Abrams)는 모든 득표가 올바르게 집계 될 수 있도록 법적 조치를 취할 것을 약속했습니다. ,반면 조지아 주에서는 민주당의 스테이시 아브람스 (Stacey Abrams)가 모든 득표가 올바르게 집계 될 수 있도록 법적 조치를 취할 것을 약속했습니다. ,,21,82330.0,El País,9
98,"Esas elecciones fueron polémicas desde el primer momento porque el candidato republicano, Brian Kemp, como secretario de Estado de Georgia, es el responsable de gestionar comicios y los demócratas le acusaron de tomar medidas para restringir el voto de la población negra, que iba a ser clave para Abrams, que sería la primera gobernadora afroamericana de EE UU.",그 선거는 공화당 출신 후보 인 브라이언 켐프 (Brian Kemp)가 조지아 국무 장관으로 선거 운영에 책임이 있고 민주당이 흑인 인구의 투표를 제한하는 조치를 취했다고 비난했기 때문에 처음부터 논란이 많았다. 미국 최초의 아프리카 계 미국인 총재가 될 아브람에게 열쇠.,,이 선거는 공화당 후보 인 브라이언 켐프 (Brian Kemp)가 조지아 국무 장관으로서의 선거 운영과 민주당이 흑인 주민들의 투표를 제한하는 조치를 취했다고 고발한 일에 대해서 책임이 있기 때문에 처음부터 논란이 많았다.,58,208820.0,El País,40
99,"[HEADLINE] Las elecciones legislativas, un referéndum sobre Trump","입법 선거, 트럼프에 대한 국민 투표","중간 선거, 트럼프에 대한 선거",,8,32220.0,ABC,35
100,[SUB-HEADLINE] Los estadounidenses eligen este martes a congresistas y autoridades estatales y locales. ,미국인들은 화요일에 국회의원과 주 및 지방 당국을 선택합니다. ,,미국은 이번 화요일에 하원의원과 주정부 및 지방 선출직 관리들을 선출한다.,13,38180.0,ABC,46
101,[SUB-HEADLINE] Pero los comicios son ante todo un juicio al «trumpismo« que determinará el futuro del presidente,"그러나 선거는 무엇보다도 대통령의 미래를 결정할 ""트럼프즘""에 대한 재판이다.","그러나 이 선거는 무엇보다도 대통령의 미래를 결정할 ""트럼프주의""에 대한 재판이다.",,17,30450.0,ABC,8
102,"Si esta semana alguien hubiera salido de un coma, podría pensar que despierta en el otoño de 2020 y que Donald Trump se juega su reelección. ",이번 주 누군가가 혼수 상태에서 벗어났다면 2020 년 가을에 그가 깨어나고 도널드 트럼프 (Donald Trump)가 그의 재선을 노리고 있다고 생각할 것입니다. ,,만약 누군가 혼수상태에서 깨어났다면 2020년 가을에 깨어났고 도널드 트럼프가 재선에 출마한다고 생각할 수도 있을 것이다.,26,74270.0,ABC,48
103,"El presidente de EE.UU. no está en las papeletas de las elecciones legislativas de este martes, pero sí lo está su figura y su futuro político. ",미국 대통령 화요일에 입법 선거에 투표하지는 않았지만 그의 인물과 그의 정치적 미래는 있습니다. ,미국 대통령의 이름이 이번 화요일의 선거 투표용지에는 없지만 그의 형상 과 그의 정치적 미래는 있습니다. ,,26,196880.0,ABC,32
104,"La cita con las urnas es un juicio a su presidencia -formidable para unos, infame para otros, polarizante sin duda-, un referéndum al «trumpismo». ","투표소와의 약속은 그의 대통령 대행의 재판이다. 다른 사람들에게는 악명이 높으며 의심의 여지없이 ""트럼프즘""에 대한 국민 투표가 실시된다.",,"이번 선거일은 그의 대통령직에 대한 심판이다. - 누군가에게는 대단하고, 다른 누군가에게는 악명이 높으며 의심할 여지없이 양극화 되어있는, -트럼프주의에 대한 투표이다.",24,79410.0,ABC,56
105,"Sus resultados, además, determinarán su capacidad de maniobra en la segunda parte de su mandato y sentarán las bases de la reelección.",그들의 결과는 또한 위임장의 두 번째 부분에서 기동성을 결정하고 재선거를위한 기반을 마련 할 것입니다.,그 결과는 또한 임기의 후반부의 경영능력을 결정하고 재선거를위한 기반을 마련 할 것입니다.,,22,166000.0,ABC,28
106,Todo explica que Trump apenas se haya quitado el traje electoral este otoño. ,이번 가을에 트럼프가 그의 선거를 막 제거했다고 모든 것이 설명됩니다.,,이것은 이번 가을에 트럼프가 선거 복장을 벗지 않았다는 것을 설명한다.,13,130350.0,ABC,53
107,Se ha subido el escenario electoral casi una vez cada dos días. ,선거 장면은 거의 2 일에 1 번 제기되었습니다. ,선거 장면은 거의 2 일에 1 번 올라왔습니다. ,,12,47090.0,ABC,14
108,"Desde el 6 de septiembre hasta el 6 de noviembre, el día de las elecciones, habrá protagonizado treinta mítines.",선거 당일 9 월 6 일부터 11 월 6 일까지 그는 30 번의 회의를 개최 할 예정이다.,,9월 6일부터 선거일인 11월 6일까지 30개의 정치집회가 열릴 것이다.,19,47980.0,ABC,56
109,"«Yo no estoy en las papeletas, pero sí lo estoy, porque esto también es un referéndum sobre mí», dijo recientemente en un mitin en Misisipí. ","미시시피 주에서의 집회에서 그는 ""나는 투표 용지가 아니지만 나는 국민 투표이기도하다. ","미시시피 주의 최근 한 집회에서 그는 ""나는 투표 용지에 이름이 없을 것이 지만 있는 것이기도 하다. 왜냐하면 이 선거는 나에대한 국민 투표이기도하다."" 라고 말했다.",,25,100790.0,ABC,54
110,"«Pretended que estoy en la votación», pidió a sus seguidores.",«내가 투표 한 척해라»그는 추종자들에게 물었다.,,"""내가 투표 대상에 있다고 생각하라"" 고 그의 지지자들에게 부탁했다.",10,49500.0,ABC,55
111,Es una exigencia fácil de cumplir. ,성취하기 쉬운 요구 사항입니다. ,이루기 쉬운 요구 사항입니다. ,,6,54400.0,ABC,16
112,Trump ha monopolizado el discurso político desde que se presentó a la presidencia de EE.UU. en junio de 2015. ,트럼프는 미국 대통령직에 출마 한 이후 정치 담론을 독점했다. 2015 년 6 월,,2015년 6월 트럼프는 미국 대통령직에 출마 한 이후 정치 연설을 혼자 해왔다.,19,90100.0,ABC,57
113,"Una vez en la Casa Blanca, quienes confiaban -sobre todo, sus aliados republicanos- en que adoptaría un tono «presidencialista» se han topado con que Trump sigue en campaña de sí mismo. ","백악관에서 한 번 공화당 동맹국 인 공화당 동맹국들에 대해 ""대통령 주의적 입장""을 채택 할 것을 신뢰 한 사람들은 트럼프가 여전히 스스로 선거 운동을하고 있음을 발견했다.","백악관에서 한 번은, 모든 공화당과 그의 연합 공화당원들에 대해 ""대통령 주의제""를 받아 들일 것이라고 기대 한 사람들은 트럼프가 계속해서 자신의 선거 운동을하고 있음을 발견했다.",,31,336400.0,ABC,36
114,"Su lenguaje de confrontación, el insulto habitual, las referencias de tono racista y sexista y las filtraciones sobre el caos en la Casa Blanca han copado los medios, que aman odiar al presidente.","그의 대립 언어, 통상적 인 모욕, 인종 차별주의 및 성 차별주의의 언급, 백악관의 혼돈에 대한 누출이 언론을 점령 해 대통령을 싫어한다.",,"그의 단도직입적인 말투, 상습적인 욕설, 인종차별적이고 성차별적인 입장의 언급 그리고 백악관의 무질서에 대한 유출은 언론이 모두 다루었고 언론에서는 대통령 싫어하기를 매우 좋아한다.",33,245110.0,ABC,55
115,"Su figura, además, domina a ambos partidos. ",그의 인물은 또한 양당을 지배합니다. ,그의 인물적 특성은 또한 양당을 장악합니다. ,,7,69660.0,ABC,24
116,"Los apoyos de Trump -con una opinión muy favorable de sus bases- han puesto y quitado candidatos republicanos, que no tienen más remedio que proclamar su adhesión al jefe. ",트럼프의 지원은 공화당 후보들을 두었다. 공화당 후보들은 입후보자의지지를 선언하는 것 외에는 선택의 여지가 없다. ,,트럼프의 지지자들은 -기본적으로 매우 우호적인- 공화당 후보자들을 뽑기도 하고 제거하기도 한다. 그리고 그들의 보스(도널드 트럼프)를 향한 그들의 애착을 선포할 수 밖에 없다.,29,284090.0,ABC,68
117,El caso más claro es el de Ted Cruz: ,가장 분명한 사례는 테드 크루즈의 것입니다 : ,가장 분명한 사례는 테드 크루즈 관련입니다 : ,,9,23040.0,ABC,11
118,como candidato a la presidencia llamó «mentiroso patológico» y «cobarde llorón» a Trump en 2016 y el mes pasado se vio obligado a invitarlo a un mitin para conservar su puesto como senador en Texas. ,"대통령 후보로 그는 2016 년에 트럼프에게 ""병적 인 거짓말 쟁이""와 ""겁쟁이 족제비""라고 부르며 지난달 텍사스에서 상원 의원 자격을 유지하기 위해 그를 집회에 초대해야했다.",,"2016년에 트럼프를 ""병적인 거짓말쟁이""에 ""비겁한 울보""라고 불렀던 대통령직 후보이며, 지난 달 그는 텍사스에서 상원 의원 자리를 지키기 위해 그를 집회에 초청해야했다. ",35,122700.0,ABC,46
119,"Los demócratas, por su lado, compiten por demostrar quién es más «anti Trump».","반면에 민주당은 누가 더 ""트럼프 반대""인지를 증명하기 위해 경쟁합니다.","반면에 민주당은 누가 더 ""안티 트럼프""인지를 증명하기 위해 경쟁합니다.",,13,25390.0,ABC,15
120,"Los nombres que aparecen en las papeletas son los de los candidatos al Congreso y cientos de autoridades estatales, desde gobernadores de estados hasta concejales de distrito. ",투표 용지에 표시되는 이름은 의회 후보자와 주 정부 당국에서 지방 공무원에 이르는 수백 개 주 당국의 이름입니다. ,,"투표 용지에 기재된 이름들은 의회 후보자와 정부 관리직들, 즉 주지사에서 부터 지방의원까지 수백명에 이른다.",27,140890.0,ABC,54
121,"La Cámara de Representantes renueva por completo sus 435 miembros, mientras que el Senado elige a un tercio de sus cien legisladores.",하원은 435 명의 회원을 완전히 갱신하고 상원은 100 명의 입법 원 중 3 분의 1을 선출합니다.,하원은 435 명의 의원을 완전히 새로 뽑고 상원은 100 명의 의원 중 3 분의 1을 선출합니다.,,22,33080.0,ABC,14
122,"En los primeros dos años de presidencia de Trump, las dos cámaras del Congreso tenían mayoría republicana, lo que no ha sido suficiente para que Trump impulsara puntos centrales de su agenda, como el desmantelamiento de la reforma sanitaria de Barack Obama o la financiación del muro con México, la estrella de su campaña.","대통령 트럼프의 첫 2 년 동안, 의회의 두 집은 트럼프 충분하지 않은 공화당의 대부분은, 예를 들면 건강 개혁 버락 오바마의 해체 또는 벽 자금으로, 그의 의제의 중심 포인트를 재촉했다 그의 캠페인의 스타 인 멕시코와.",,"트럼프의 대통령 임기 처음 2년 간, 양원 모두 공화당이 다수를 차지했었다. 이는 트럼프가 그의 계획을 주요계획으로 추진하기에는 충분하지 않았다. 예를 들어 버락 오마마 의료보험 수정안 무산, 멕시코와의 장벽 건설을 위한 자금조달 해체, 그의 선거캠페인의 스타의 제거 등 이다.",54,542130.0,ABC,68
123,"Ahora, todo apunta a que el bloqueo legislativo será mucho mayor tras las legislativas. ",이제 입법 봉쇄에 대한 모든 내용은 입법 후에 훨씬 커질 것입니다. ,이제 모두가 입법적인 방해는 중간 선거 후 훨씬 커질 것이라고 지적하고 있다. ,,14,204650.0,ABC,63
124,"Las encuestas dicen que los demócratas recuperarán la Cámara de Representantes, y la duda es cuál será la ventaja final. ","여론 조사는 민주당 원들이 하원 의원을 되찾을 것이고, 의문점은 최종 우위가 될 것이라고 말했습니다. ",,"여론 조사는 민주당이 하원을 되찾을 것이라고 말했고, 의문점은 최종 우위가 누가 될 것이냐 입니다.",20,100070.0,ABC,35
125,"En el Senado, el vuelco demócrata es mucho más difícil, porque buena parte de los escaños en juego están en territorio favorable para los republicanos. ",상원 의석에서 민주당 전복은 훨씬 어려워진다. 공화당 의원들 대부분이 공화당의 유리한 영역에 있기 때문이다. ,상원에서 민주당의 전복은 훨씬 어렵다. 상당수에 해당하는 의석이 대부분이 공화당에 유리한 영역에 있기 때문이다. ,,25,86980.0,ABC,28
126,"De hecho, hay posibilidades de que los republicanos refuercen su mayoría, que hoy es mínima (51 senadores conservadores, por 49 demócratas).","실제로, 공화당이 대다수를 강화할 가능성이있다. 공화당은 49 명의 민주당 원에 대해 보수당 의원 (상원 의원 51 명)이 최소한이다.",,"사실, 공화당이 증원될 가능성이있는데, 오늘이 최저치이다. (민주당 상원의석이 49개 인데에 반해 보수당 상원의석은 51개이다.)",21,265880.0,ABC,69
127,"Con un resultado así, los demócratas tendrán la posibilidad de torpedear la agenda política de Trump, pero se encontrarán con la patata caliente de qué hacer con uno de los temas que ha protagonizado su presidencia:",이러한 결과로 민주당은 트럼프의 정치적 의제를 어지럽 힐 수있는 가능성을 갖게 될 것입니다. 그러나 대통령 당선자를 이끌었던 문제들 중 무엇을 해야할지에 대한 고구마를 발견 할 것입니다.,이러한 결과로 민주당은 트럼프의 정치적 의제들을 실패하게 할 수 있는 가능성을 갖게 될 것입니다. 그러나 대통령 직에서 주요하게 다뤄졌던 문제들에 대해서 무엇을 해야할지 난감한 상황을 만나게 될 것입니다.,,36,339340.0,ABC,29
128,"la investigación del supuesto complot de la campaña de Trump con Rusia, cuyos resultados no tardarán en llegar. ",주장 음모 캠페인 트럼프와의 조사를 그의 결과는 오래 가지 않을 것이다. ,,러시아와 트럼프 선거캠페인의 정치적 내통과 관련한 가설들에 대한 조사.,18,91200.0,ABC,80
129,La Cámara de Representantes es la responsable de impulsar el ‘impeachment’ o juicio político del presidente. ,하원은 대통령 탄핵 또는 탄핵 촉진을 담당합니다. ,하원은 대통령 탄핵 또는 탄핵을 추진하는 책임을 맡고 있습니다.,,16,80040.0,ABC,37
130,"Las corrientes más izquierdistas del partido demócrata optarán por ese camino, lo que convertiría la segunda mitad del mandato de Trump en un circo político que estimularía al electorado republicano en defensa de su presidente.",민주당의 가장 좌파 전류는 대통령의 방어 공화당 유권자를 자극 할 정치적 서커스에서 트럼프의 위임 하반기을 만들 것이라고 경로를 선택합니다.,,민주당의 좌익 세력 대부분이 트럼프 임기의 후반기를 대통령을 옹호하는 공화당 유권자들을 자극할 정치 서커스로 바꾸는 길을 선택할 것이다.,35,222940.0,ABC,71
131,Las encuestas -como la historia se ha encargado de mostrar en los últimos años- pueden equivocarse. ,최근 몇 년 사이에 역사가 보여 주듯이 설문 조사는 잘못 될 수 있습니다. ,최근 몇 년 사이에 역사가 보여 주듯이 설문 조사는 잘못 되었을 수 있습니다. ,,16,64280.0,ABC,6
