Segment ID,Source Segment,MT Target Segment,Post-edited Target,Translated Target,Segment Length,Post-edit Time(ms),Segment Origin,Edit Effort
60,O de ganar tiempo prórroga tras prórroga. ,또는 연장 후 시간 연장을이기는 것. ,,또는 연장을 위한 연장의 시간을 버는 것 뿐입니다. ,7,41700.0,El País,51
61,"Es decir, de evitar peores noticias cuando ya se ha cumplido ese teorema adjudicado al poeta estadounidense Allen Ginsberg: ","즉, 미국 시인 앨런 긴스 버그 (Allen Ginsberg)에게 주어진 정리가 이미 성취되었을 때 더 나쁜 소식을 피하기 위해서입니다. ","즉, 미국 시인 앨런 긴스버그 (Allen Ginsberg)에게 수여된 다음과 같은 정리가 성취 되었을 때 더 나쁜 소식을 피하기 위해서입니다. ",,19,149770.0,El País,17
62,“No puedes ganar. ,"""당신은 이길 수 없습니다. ",,'당신은 이길 수 없다. ,3,14680.0,El País,18
63,No puedes empatar. ,당신은 묶을 수 없습니다. ,당신은 비길 수도 없다. ,,3,18160.0,El País,33
64,Y tampoco puedes abandonar el juego”. ,"그리고 게임을 떠날 수도 없다. "" ",,또한 게임에서 벗어날 수도 없다.',6,14080.0,El País,50
65,"O sea, juegas al Brexit.","즉, Brexit을 연기합니다.","즉, Brexit을 일컫는 것입니다.",,5,16460.0,El País,30
66,[HEADLINE] Florida ordena un recuento en las elecciones a gobernador y senador,플로리다 주 주지사 선거에 대한 재검 표 명령,,Florida 주는 주지사와 상원의원 선거를 재검토할 것을 명하였다. ,12,66720.0,El País,64
67,"[SUB-HEADLINE] Una diferencia de menos del 0,5% de los votos vuelve a convertir al Estado en el epicentro de una polémica disputa legal tras unas elecciones",득표율의 0.5 %에도 미치지 못하는 점이 다시 선거 이후 논쟁의 여지가있는 법적 분쟁의 진원지가된다.,득표율의 차이가 0.5 %에도 미치지 못하는 점이 선거 이후 논쟁의 여지가 있는 법적 분쟁의 진원지가 된다.,,26,75030.0,El País,15
68,"Dieciocho años después, Florida vuelve a ser el epicentro de una polémica y reñida disputa de votos. ","18 년 후, 플로리다는 다시 논쟁의 여지가 많은 분쟁 투표 대회의 진원지가되었습니다. ",,"18년 후, Florida는 투표를 둘러싼 격렬한 경쟁과 논쟁의 진원지가 되었다. ",17,141280.0,El País,55
69,"Las elecciones del pasado martes a senador y gobernador tendrán que pasar por un recuento automático de los votos debido a la estrecha diferencia de votos entre los candidatos demócratas y republicanos, según decidió la autoridad electoral del Estado este sábado. ",지난 토요일 상원 의원과 총재 선거는 이번 주 토요일의 선거 결정 권한에 따라 민주당과 공화당 후보들의 투표 차이가 좁아서 자동 투표기를 거쳐야한다. ,"민주당과 공화당 후보들의 투표 차이가 적었기 때문에, 이번 주 토요일 중앙정부가 선거 권한으로 내린 결정에 따라서, 지난 화요일에 실시한 주지사와 상원 의원 선거는 자동 개표를 다시 진행하여야 할 것이다.  ",,41,259690.0,El País,67
70,"Los candidatos republicanos van en cabeza en el recuento, pero la diferencia es de menos del 0,5% de los votos. ","공화당 후보들은 그 수위에서 앞서 있지만, 그 차이는 득표 수의 0.5 % 미만이다. ",,"공화당 후보들은 개표에서 선두에 있었으나, 득표율 차이는 0.5%에 불과하였다. ",20,51610.0,El País,52
71,"A diferencia de las presidenciales de 2000 que se decidieron judicialmente tras una situación similar en Florida, esta vez no hay problemas con el diseño de las papeletas. ",플로리다에서 유사한 사태가 발생하여 사 법적으로 결정된 2000 년 대선 때와는 달리 이번에는 투표 용지 설계에 문제가 없다. ,"플로리다에서 유사한 사태가 발생하여 사 법적으로 결정된 2000 년 대선 때와는 달리, 이번에는 투표 용지 설계에 문제가 없다. ",,28,33110.0,El País,1
72,Pero sí se han repetido las protestas ante las oficinas electorales y el desembarco de abogados en medio de muchos nervios.,그러나 선거 사무실 앞에서 여러 차례의 항의와 많은 신경들 가운데에서 변호사들의 상륙이 반복되어왔다.,,그러나 선거사무소 앞에서 시위대와 날카로운 신경전 속에서 변호사들이 오는 상황이 반복되었다. ,21,207490.0,El País,46
73,"La noche del martes, los candidatos republicanos a senador por Florida, Rick Scott, y a gobernador, Ron DeSantis, clamaron victoria aunque oficialmente no se les había proclamado ganador porque quedaban por contar dos condados, de mayoría demócrata. ",플로리다 주 상원의 원인 릭 스콧 (Rick Scott) 상원 의원과 론 데 산티 (Ron DeSantis) 주지사는 화요일 밤에 민주당 다수당을 두 군데 보유하고 있기 때문에 공식 승리자가 아니었지만 승리했다고 주장했다.,"대다수의 민주당이 있는 두 카운티를 보유하고 있기 때문에 공식적인 승자로 선포되지 않았음에도 불구하고, 공화당원들은 화요일 저녁 플로리다 주 상원의원 릭 스콧 (Rick Scott)과 주지사 론 데산티스 (Ron DeSantis)에게 자신의 승리를 주장하였다. ",,37,327860.0,El País,81
74,Uno de esos distritos examinó este viernes si algunas papeletas que se habían considerado defectuosas en realidad eran correctas. ,결함이 있다고 여겨지는 투표 용지가 실제로 맞으면 이번 금요일에 해당 지구 중 한 곳을 조사했습니다. ,,"이번주 금요일, 이 지구들 중 하나는 실제로 일부 투표 용지가 실제로 결함이 있었는지 여부를 검토하였다. ",19,143580.0,El País,72
75,"Desde el martes, se ha ido achicando la diferencia de votos de los republicanos con sus rivales, el actual senador, el demócrata Bill Nelson, y el candidato a gobernador, Andrew Gillum. ","화요일 이후, 라이벌, 현재의 상원의 원인 민주당 원 빌 Nelson 및 주지사, Andrew Gillum 후보자와 가진 공화당 원의 투표 다름은 줄어들고있다.","화요일 이후, 경쟁자인 현재 민주당 상원의원 Bill Nelson과 주지사 후보 Andrew Gillum과 공화당의 투표 차이가 줄어들고있다.",,31,239810.0,El País,39
76,"El viernes, la ventaja de Scott era de solo el 0,18% de votos y la de DeSantis, del 0,44%.","금요일 Scott의 리드는 0.18 %, DeSantis는 0.44 %에 그쳤다.",,"금요일, Scott은 겨우 0.18%, DeSantis는 0.44%로 우세한 투표율을 보이고 있다. ",19,189520.0,El País,39
77,"Por ley, es obligatorio un recuento electrónico de papeletas si el sábado la diferencia de votos es de menos de 0,5 puntos. ",법으로 토요일 투표의 차이가 0.5 점 미만인 경우 전자 투표 수는 필수입니다. ,"법에 따르면, 토요일 투표의 차이가 0.5 점 미만인 경우 의무적으로 전자 개표를 재실행하여야 한다. ",,22,76310.0,El País,38
78,"Finalmente, el secretario del Estado (autoridad electoral) de Florida hizo oficial a mediodía del sábado que la diferencia de votos obliga a un recuento automático. ","마지막으로, 플로리다 주 (장관) 선거 당국은 토요일에 정오에 투표 결과의 차이가 자동 재계 표를 요구했다고 공식 발표했다. ",,"결국 토요일 정오, 플로리다 연방정부(선거 당국)의 국무 장관은 투표율 차이로 인한 자동 개표 의무를 공식화 하였다. ",25,172240.0,El País,64
79,Los resultados deben estar listos el próximo jueves por la tarde. ,결과는 목요일 오후에 준비해야합니다. ,다음 주 목요일 오후에 투표 결과가 준비될 것이다. ,,11,56200.0,El País,51
80,"Si después de ese recuento la diferencia sigue siendo de menos de 0,25 puntos, se hará otro recuento a mano.",이 카운트 후에 차이가 여전히 0.25 포인트보다 작 으면 다른 핸드 카운트가 만들어집니다.,,"만약 이번 개표 이후에도 투표율 차이가 0.25점 이하로 나타난다면, 수기로 개표를 실행할 것이다. ",20,67640.0,El País,75
81,"Paralelamente, la elección ha sido judicializada a través de demandas de los dos aspirantes a senador. ","병행하여, 선거는 두 명의 야심 찬 상원 의원의 요구를 통해 사법 화되었습니다. ","이와 병행하여, 상원 의원 후보자 두 명의 요구에 따라 선거가 사법화 되었습니다. ",,16,167250.0,El País,58
82,"Scott, que es el actual gobernador de Florida, y el presidente estadounidense, Donald Trump, han acusado sin pruebas a dos condados, de mayoría demócrata, de cometer fraude. ","현재 플로리다 주지사 인 스콧 (Scott)과 도널드 트럼프 (Donald Trump) 미국 대통령은 사기를 저지른 두 군, 대부분 민주당인데도 불구하고 기소했다. ",,현 Florida 주지사인 Scott과 Donald Trump 대통령은 민주당이 다수인 두 카운티에 사기를 저지른 증거가 없다고 비난하였다. ,27,164240.0,El País,59
83,"“Es una desgracia”, dijo Trump, quien en las presidenciales de 2016 atribuyó a irregularidades falsas su derrota, en el número total de votos, frente a la demócrata Hillary Clinton.","""그것은 불명예 스럽다.” 2016 년 대통령 선거에서 민주당 힐러리 클린턴에 반대하여 총 투표 수에서 거짓 부정에 대한 자신의 패배를 돌린 트럼프는 말했다.","""불명예스럽다.” 2016 년 대통령 선거에서 민주당 힐러리 클린턴에 대항하여 총 투표 수에서 거짓 부정 행위에 자신의 패배를 돌린 트럼프는 말했다.",,29,208900.0,El País,12
84,Scott logró el viernes que un juez obligara a la autoridad electoral del condado de Broward a entregar toda la información sobre los votos emitidos. ,Scott은 지난 금요일에 판사가 Broward 카운티의 선거 권한으로 투표 득표에 대한 모든 정보를 넘겨 줄 것을 요구하면서 성공했습니다. ,,지난 금요일에 Scott은 Broward 카운티의 선거 권한으로 한 판사가 득표에 대한 모든 정보를 넘기도록 의무화 하는 데 성공하였다. ,25,257290.0,El País,40
85,"Nelson, su rival demócrata, le acusa de utilizar su potestad como gobernador para sugerir que puede pedir una investigación policial. ",그의 민주당 경쟁자 인 넬슨 (Nelson)은 주지사로 그의 권력을 사용하여 그가 경찰 수사를 요청할 수 있다고 제안했다고 비난했다. ,그의 민주당 경쟁자 인 넬슨 (Nelson)은 주지사로서 그의 권력을 사용하여 경찰 수사를 요청하도록 제안했다고 비난했다. ,,20,126410.0,El País,14
86,"Las autoridades han dicho no tener pruebas de fraude alguno, aunque ese condado ha estado envuelto en polémicas en el pasado. ",당국은 과거에 논란에 휘말린 상태이지만 사기에 대한 증거가 없다고 말했습니다.,,당국은 이 카운티가 과거 논란에 휩싸인 상태이지만 그 어떤 사기에 대한 증거가 없다고 말했다. ,21,86250.0,El País,35
87,"En unas elecciones de 2016, eliminó un archivo de papeletas físicas pero mantuvo uno digitalizado.", 2016 년 선거에서 그는 실제 투표 용지 파일을 삭제했지만 하나는 디지털화했습니다., 2016 년 선거에서 그는 실제 투표 용지 파일을 삭제했지만 하나는 디지털화했습니다.,,15,23120.0,El País,0
88,Tanto Broward como Palm Beach fueron dos condados clave en la disputa tras las elecciones presidenciales de 2000 entre el republicano George W. Bush y el demócrata Al Gore. ,브로 워드와 팜 비치는 공화당 조지 부시 대통령과 민주당 앨 고어 대통령 간의 2000 년 대선 이후 분쟁의 핵심 카운티였다.,,공화당 George W. Bush와 민주당 Al Gore의 2000년 대통령 선거 이후 Broward와 Palm Beach는 선거전에서 두 핵심적인 카운티였다. ,29,135130.0,El País,72
89,Florida acabó determinado quién se hacía con la presidencia. ,플로리다는 누가 대통령직을 맡았는지 결정했다. ,Florida는 누가 대통령직을 맡았는지 결정했다. ,,9,20020.0,El País,24
90,Bush ganó oficialmente el Estado después de que el Tribunal Supremo paralizara un recuento de votos tras detectarse posibles irregularidades. ,부시 대통령은 대법원이 부작용 가능성을 발견 한 후 득표 수를 마비시킨 이후 공식적으로 국가를 승리로 이끌었다. ,,"대법원이 부정 행위 가능성을 발견한 후 개표를 무력화 시킨 이후, Bush가 공식적으로 승리하였다. ",20,102810.0,El País,57
91,"Entonces, ambos condados utilizaban papeletas en las que el votante hacía un agujero dentro de un círculo. ",그런 다음 두 카운티는 유권자가 원안에 구멍을 뚫은 투표 용지를 사용했습니다. ,"그런 다음, 두 카운티는 투표자가 원 안에 구멍을 뚫은 투표 용지를 사용했습니다. ",,17,54660.0,El País,8
92,Esos formatos se cree que confundieron a muchos votantes y que podrían haberle costado la victoria a Gore.,이 포맷은 많은 유권자를 혼란스럽게 만들었으며 Gore에게 승리를 요구할 수 있습니다.,,이러한 양식은 여러 투표자들을 혼란스럽게 하였고 Gore 의 승리를 힘들게 하였을 가능성이 있다. ,18,117410.0,El País,54
93,También se encaminan a recuentos las elecciones a senador por Arizona y a gobernador de Georgia. ,애리조나 상원 의원과 조지아 주지사 선거 역시 중요하게 고려된다. ,애리조나 상원 의원과 조지아 주지사 선거 개표 역시 중요하게 고려된다. ,,16,84670.0,El País,7
94,"Según los últimos datos, la demócrata Kyrsten Sinema mantiene una mínima ventaja frente a la republicana Martha McSally, que defiende el escaño conservador en Arizona. ",최신 데이터에 따르면 민주당의 키스 텐 시네마 (Keithsten Sinema)는 아리조나의 보수당 자리를 지키고있는 공화당의 마사 맥 샐리 (Martha McSally)에 대해 최소한의 우위를 유지하고있다. ,,"최근 자료에 따르면, 민주당 Kyrsten Sinema 는 애리조나의 보수당 의석을 지키는 공화당 Martha McSally 와 대적하여 근소하게 승리를 유지하고 있다. ",25,85200.0,El País,41
95,Una victoria demócrata en Arizona sería especialmente significativa del calibre de la respuesta contra los republicanos. ,애리조나에서의 민주당 승리는 공화당에 대한 대응의 구상에서 특히 중요 할 것이다. ,애리조나에서 민주당의 승리는 공화당에 대한 대응의 구상에서 특히 중요 할 것이다. ,,16,84840.0,El País,4
96,Ambas campañas llegaron este viernes a un acuerdo para esclarecer posibles irregularidades en el conteo de votos en zonas rurales.,두 캠페인은 이번 주 금요일 농촌 지역 투표 수의 불규칙성을 분명히하기 위해 합의했습니다.,,두 캠페인은 전원 지역에서 투표 수의 변칙을 밝히고자 이번 주 금요일 합의점에 도달하였다. ,20,197740.0,El País,70
97,"Mientras en Georgia, la demócrata Stacey Abrams ha prometido tomar acciones legales para garantizar que todos los votos se cuenten correctamente. ",조지아 주에서 민주당의 스테이시 에이 브람스 (Stacey Abrams)는 모든 득표가 올바르게 집계 될 수 있도록 법적 조치를 취할 것을 약속했습니다. ,"한편 조지아 주에서는, 민주당의 스테이시 에이브람스 (Stacey Abrams)가 모든 득표가 올바르게 집계 될 수 있도록 법적 조치를 취할 것을 약속했습니다. ",,21,56080.0,El País,7
98,"Esas elecciones fueron polémicas desde el primer momento porque el candidato republicano, Brian Kemp, como secretario de Estado de Georgia, es el responsable de gestionar comicios y los demócratas le acusaron de tomar medidas para restringir el voto de la población negra, que iba a ser clave para Abrams, que sería la primera gobernadora afroamericana de EE UU.",그 선거는 공화당 출신 후보 인 브라이언 켐프 (Brian Kemp)가 조지아 국무 장관으로 선거 운영에 책임이 있고 민주당이 흑인 인구의 투표를 제한하는 조치를 취했다고 비난했기 때문에 처음부터 논란이 많았다. 미국 최초의 아프리카 계 미국인 총재가 될 아브람에게 열쇠.,,"이번 선거는 처음부터 논란이 되었다. 공화당 후보인 브라이언 캠프 조지아주 내무장관이 선거 관리 책임자인데, 민주당은 캠프가 흑인 인구의 투표를 제한하는 조치를 취했다고 비난하였기 때문이다. 아브람스가 미국의 최초 아프리카계 주지사가 될 가능성이 있기에 흑인 인구 투표는 그에게 핵심적인 열쇠가 될 것이었다. ",58,229660.0,El País,60
99,"[HEADLINE] Las elecciones legislativas, un referéndum sobre Trump","입법 선거, 트럼프에 대한 국민 투표","입법 선거, 트럼프에 대한 국민 투표",,8,7620.0,ABC,0
100,[SUB-HEADLINE] Los estadounidenses eligen este martes a congresistas y autoridades estatales y locales. ,미국인들은 화요일에 국회의원과 주 및 지방 당국을 선택합니다. ,,"이번주 화요일, 미국은 하원 의원과 주 및 지방 당국을 선출한다. ",13,87010.0,ABC,40
101,[SUB-HEADLINE] Pero los comicios son ante todo un juicio al «trumpismo« que determinará el futuro del presidente,"그러나 선거는 무엇보다도 대통령의 미래를 결정할 ""트럼프즘""에 대한 재판이다.","그러나 선거는 무엇보다도 대통령의 미래를 결정할 ""트럼프즘""에 대한 재판이다.",,17,20750.0,ABC,0
102,"Si esta semana alguien hubiera salido de un coma, podría pensar que despierta en el otoño de 2020 y que Donald Trump se juega su reelección. ",이번 주 누군가가 혼수 상태에서 벗어났다면 2020 년 가을에 그가 깨어나고 도널드 트럼프 (Donald Trump)가 그의 재선을 노리고 있다고 생각할 것입니다. ,,"금주 누군가 혼수 상태에서 벗어났다면, 2020년 가을에 의식을 회복하고 도널드 트럼프가 재선을 노리고 있다고 생각할 것이다. ",26,202670.0,ABC,34
103,"El presidente de EE.UU. no está en las papeletas de las elecciones legislativas de este martes, pero sí lo está su figura y su futuro político. ",미국 대통령 화요일에 입법 선거에 투표하지는 않았지만 그의 인물과 그의 정치적 미래는 있습니다. ,미국 대통령은 이번 화요일에 입법 선거에 포함되지 않았지만 그의 모습과 그의 정치적 미래는 담겨 있습니다. ,,26,209890.0,ABC,21
104,"La cita con las urnas es un juicio a su presidencia -formidable para unos, infame para otros, polarizante sin duda-, un referéndum al «trumpismo». ","투표소와의 약속은 그의 대통령 대행의 재판이다. 다른 사람들에게는 악명이 높으며 의심의 여지없이 ""트럼프즘""에 대한 국민 투표가 실시된다.",,"투표함 약속은 '트럼피즘'에 대한 여론조사로서, 누군가에게는 훌륭한, 다른 이들에게는 불명예스러운, 의심할 여지 없이 극단적인 그의 직책에 대한 판결이다. ",24,158610.0,ABC,67
105,"Sus resultados, además, determinarán su capacidad de maniobra en la segunda parte de su mandato y sentarán las bases de la reelección.",그들의 결과는 또한 위임장의 두 번째 부분에서 기동성을 결정하고 재선거를위한 기반을 마련 할 것입니다.,그 결과는 또한 그의 대통령 임기 2년차의 기동성을 결정하고 재선거를 위한 기반을 마련 할 것입니다.,,22,129660.0,ABC,26
106,Todo explica que Trump apenas se haya quitado el traje electoral este otoño. ,이번 가을에 트럼프가 그의 선거를 막 제거했다고 모든 것이 설명됩니다.,,트럼프가 이번 가을에 선거 복장을 절대로 벗지 않았다는 것이 모든 것을 설명한다. ,13,256400.0,ABC,60
107,Se ha subido el escenario electoral casi una vez cada dos días. ,선거 장면은 거의 2 일에 1 번 제기되었습니다. ,그는 선거 현장에 거의 2 일에 1 번 나타났다. ,,12,23300.0,ABC,42
108,"Desde el 6 de septiembre hasta el 6 de noviembre, el día de las elecciones, habrá protagonizado treinta mítines.",선거 당일 9 월 6 일부터 11 월 6 일까지 그는 30 번의 회의를 개최 할 예정이다.,,"9월 6일부터 11월 6일까지, 선거 당일 30여 집회 현장에 올라섰다. ",19,87990.0,ABC,57
109,"«Yo no estoy en las papeletas, pero sí lo estoy, porque esto también es un referéndum sobre mí», dijo recientemente en un mitin en Misisipí. ","미시시피 주에서의 집회에서 그는 ""나는 투표 용지가 아니지만 나는 국민 투표이기도하다. ","최근 미시시피 주의 집회에서 그는 ""나는 투표지에 있지 않지만 있는 것과 마찬가지다. 이는 나에 대한 여론조사이기도 하다."" 라고 말했다.  ",,25,83940.0,ABC,55
110,"«Pretended que estoy en la votación», pidió a sus seguidores.",«내가 투표 한 척해라»그는 추종자들에게 물었다.,,"트럼프는 그의 지지자들에게 다음과 같이 부탁했다. ""나도 이 선거에 있다고 생각하십시오.""",10,112660.0,ABC,86
111,Es una exigencia fácil de cumplir. ,성취하기 쉬운 요구 사항입니다. ,이는 성취하기 쉬운 요구 사항입니다. ,,6,26870.0,ABC,14
112,Trump ha monopolizado el discurso político desde que se presentó a la presidencia de EE.UU. en junio de 2015. ,트럼프는 미국 대통령직에 출마 한 이후 정치 담론을 독점했다. 2015 년 6 월,,트럼프는 2015년 6월 미국 대통령으로 선출된 이후 정치적 담론을 독차지하였다. ,19,50710.0,ABC,65
113,"Una vez en la Casa Blanca, quienes confiaban -sobre todo, sus aliados republicanos- en que adoptaría un tono «presidencialista» se han topado con que Trump sigue en campaña de sí mismo. ","백악관에서 한 번 공화당 동맹국 인 공화당 동맹국들에 대해 ""대통령 주의적 입장""을 채택 할 것을 신뢰 한 사람들은 트럼프가 여전히 스스로 선거 운동을하고 있음을 발견했다.","백악관에서 ""대통령제 지지자의 입장""을 채택 할 것이라고 신뢰하였던 사람들, 특히 그의 공화당 동지들은 트럼프가 여전히 스스로 선거 운동을하고 있음을 다시금 발견했다.",,31,286730.0,ABC,54
114,"Su lenguaje de confrontación, el insulto habitual, las referencias de tono racista y sexista y las filtraciones sobre el caos en la Casa Blanca han copado los medios, que aman odiar al presidente.","그의 대립 언어, 통상적 인 모욕, 인종 차별주의 및 성 차별주의의 언급, 백악관의 혼돈에 대한 누출이 언론을 점령 해 대통령을 싫어한다.",,"그의 대항하는 어조, 상습적인 모욕, 인종주의이자 성차별주의적인 언급, 백악관의 혼돈을 유출하는 것으로 대통령을 증오하는 것을 좋아하는 언론을 장악하였다. ",33,500450.0,ABC,51
115,"Su figura, además, domina a ambos partidos. ",그의 인물은 또한 양당을 지배합니다. ,그의 인물상은 또한 양당을 지배합니다. ,,7,8600.0,ABC,4
116,"Los apoyos de Trump -con una opinión muy favorable de sus bases- han puesto y quitado candidatos republicanos, que no tienen más remedio que proclamar su adhesión al jefe. ",트럼프의 지원은 공화당 후보들을 두었다. 공화당 후보들은 입후보자의지지를 선언하는 것 외에는 선택의 여지가 없다. ,,트럼프의 지원은 그들의 기반에 대한 매우 호의적인 견해와 함께 공화당 후보자들을 마련하고 제거하였다. 이들은 지도자에 대한 지지를 선포할 수밖에 없다. ,29,511560.0,ABC,63
117,El caso más claro es el de Ted Cruz: ,가장 분명한 사례는 테드 크루즈의 것입니다 : ,가장 분명한 사례는 테드 크루즈의 것입니다 : ,,9,4030.0,ABC,0
118,como candidato a la presidencia llamó «mentiroso patológico» y «cobarde llorón» a Trump en 2016 y el mes pasado se vio obligado a invitarlo a un mitin para conservar su puesto como senador en Texas. ,"대통령 후보로 그는 2016 년에 트럼프에게 ""병적 인 거짓말 쟁이""와 ""겁쟁이 족제비""라고 부르며 지난달 텍사스에서 상원 의원 자격을 유지하기 위해 그를 집회에 초대해야했다.",,"차기 대권주자로서, 2016년 트럼프를 '병적인 거짓말쟁이'와 '겁쟁이 울보'라고 부른 바 있다. 지난 달 텍사스 주지사 자리를 확보하기 위하여 트럼프를 유세현장으로 초대할 수밖에 없었다. ",35,221900.0,ABC,58
119,"Los demócratas, por su lado, compiten por demostrar quién es más «anti Trump».","반면에 민주당은 누가 더 ""트럼프 반대""인지를 증명하기 위해 경쟁합니다.","반면에 민주당은 누가 더 ""트럼프 반대""인지를 증명하기 위해 경쟁합니다.",,13,8030.0,ABC,0
120,"Los nombres que aparecen en las papeletas son los de los candidatos al Congreso y cientos de autoridades estatales, desde gobernadores de estados hasta concejales de distrito. ",투표 용지에 표시되는 이름은 의회 후보자와 주 정부 당국에서 지방 공무원에 이르는 수백 개 주 당국의 이름입니다. ,,투표 용지에 나타나는 이름들은 연방 정부부터 디스트릭트 의원까지 수백 명의 주 당국과 하원 후보자들이다. ,27,160860.0,ABC,60
121,"La Cámara de Representantes renueva por completo sus 435 miembros, mientras que el Senado elige a un tercio de sus cien legisladores.",하원은 435 명의 회원을 완전히 갱신하고 상원은 100 명의 입법 원 중 3 분의 1을 선출합니다.,"하원은 435 명의 의원을 완전히 갱신하고, 상원은 100 명의 국회 의원 중 3 분의 1을 선출합니다.",,22,62060.0,ABC,8
122,"En los primeros dos años de presidencia de Trump, las dos cámaras del Congreso tenían mayoría republicana, lo que no ha sido suficiente para que Trump impulsara puntos centrales de su agenda, como el desmantelamiento de la reforma sanitaria de Barack Obama o la financiación del muro con México, la estrella de su campaña.","대통령 트럼프의 첫 2 년 동안, 의회의 두 집은 트럼프 충분하지 않은 공화당의 대부분은, 예를 들면 건강 개혁 버락 오바마의 해체 또는 벽 자금으로, 그의 의제의 중심 포인트를 재촉했다 그의 캠페인의 스타 인 멕시코와.",,"트럼프의 임기 2년 동안, 상하원은 대부분 공화당으로 구성되어 있었다. 버락 오바마의 의료 개혁이나 트럼프 캠페인의 핵심인 멕시코 국경의 장벽 설치를 위한 재정 확보처럼, 트럼프가 그의 의제의 핵심적인 지점을 추진하기에 충분한 숫자는 아니었다. ",54,290230.0,ABC,73
123,"Ahora, todo apunta a que el bloqueo legislativo será mucho mayor tras las legislativas. ",이제 입법 봉쇄에 대한 모든 내용은 입법 후에 훨씬 커질 것입니다. ,이제 입법 봉쇄에 대한 모든 내용은 입법 후에 훨씬 커질 것입니다. ,,14,48570.0,ABC,0
124,"Las encuestas dicen que los demócratas recuperarán la Cámara de Representantes, y la duda es cuál será la ventaja final. ","여론 조사는 민주당 원들이 하원 의원을 되찾을 것이고, 의문점은 최종 우위가 될 것이라고 말했습니다. ",,"설문조사는 민주당이 하원을 회복할 것이라고 말하는데, 무엇이 최후의 이점일지가 의문 사항이다. ",20,84530.0,ABC,64
125,"En el Senado, el vuelco demócrata es mucho más difícil, porque buena parte de los escaños en juego están en territorio favorable para los republicanos. ",상원 의석에서 민주당 전복은 훨씬 어려워진다. 공화당 의원들 대부분이 공화당의 유리한 영역에 있기 때문이다. ,상원에서 민주당 전복은 훨씬 어려워진다. 경합을 이루는 곳은 공화당 의원들에게 우호적인 지역에 있기 때문이다. ,,25,213220.0,ABC,37
126,"De hecho, hay posibilidades de que los republicanos refuercen su mayoría, que hoy es mínima (51 senadores conservadores, por 49 demócratas).","실제로, 공화당이 대다수를 강화할 가능성이있다. 공화당은 49 명의 민주당 원에 대해 보수당 의원 (상원 의원 51 명)이 최소한이다.",,"사실, 현재 최소 의석 차이를(보수당 주지사 51, 민주당 49) 보이는 공화당이 다수를 증원할 가능성도 있다. ",21,174730.0,ABC,76
127,"Con un resultado así, los demócratas tendrán la posibilidad de torpedear la agenda política de Trump, pero se encontrarán con la patata caliente de qué hacer con uno de los temas que ha protagonizado su presidencia:",이러한 결과로 민주당은 트럼프의 정치적 의제를 어지럽 힐 수있는 가능성을 갖게 될 것입니다. 그러나 대통령 당선자를 이끌었던 문제들 중 무엇을 해야할지에 대한 고구마를 발견 할 것입니다.,이러한 결과로 민주당은 트럼프의 정치적 의제를 어지럽힐 수있는 가능성을 갖게 될 것입니다. 그러나 대통령 당선을 이끌었던 공약 중 무엇을 택해야 할지에 대한 것이 뜨거운 감자로 떠오를 것이다. ,,36,69030.0,ABC,21
128,"la investigación del supuesto complot de la campaña de Trump con Rusia, cuyos resultados no tardarán en llegar. ",주장 음모 캠페인 트럼프와의 조사를 그의 결과는 오래 가지 않을 것이다. ,,러시아와 트럼프 캠페인의 음모에 대한 조사 결과는 오래 걸리지 않을 것이다. ,18,146540.0,ABC,46
129,La Cámara de Representantes es la responsable de impulsar el ‘impeachment’ o juicio político del presidente. ,하원은 대통령 탄핵 또는 탄핵 촉진을 담당합니다. ,하원은 대통령 ´탄핵´ 또는 정치적 판결을 담당합니다. ,,16,67830.0,ABC,22
130,"Las corrientes más izquierdistas del partido demócrata optarán por ese camino, lo que convertiría la segunda mitad del mandato de Trump en un circo político que estimularía al electorado republicano en defensa de su presidente.",민주당의 가장 좌파 전류는 대통령의 방어 공화당 유권자를 자극 할 정치적 서커스에서 트럼프의 위임 하반기을 만들 것이라고 경로를 선택합니다.,,민주당의 극좌파들은 이 길을 선택할 것이다. 트럼프의 임기 하반기는 공화당 유권자들이 대통령을 방어하도록 자극하는 정치적 쇼가 될 것이다. ,35,327370.0,ABC,79
131,Las encuestas -como la historia se ha encargado de mostrar en los últimos años- pueden equivocarse. ,최근 몇 년 사이에 역사가 보여 주듯이 설문 조사는 잘못 될 수 있습니다. ,최근 몇 년 사이에 역사가 보여 주듯이 설문 조사는 잘못 될 수 있습니다. ,,16,15520.0,ABC,0
